genotype,s_r vs. LibA_pre
[000000100]+254A,-0.02455729686235819
[000010010]+256C,-0.7252516830576863
[101011100]+267A,-0.02455729686235819
[010011101]+20T,-0.7252516830576863
[001000001]+179A,-0.02455729686235819
[010001101]+167A,-0.02455729686235819
[000000001]+35C,-0.7252516830576863
[100000101]+59C+183A,-0.02455729686235819
[000100000]+269A,-0.02455729686235819
[001001101]+80A+183A,-0.7252516830576863
[100000101]+253A,-0.7252516830576863
[001011101]+210G,-0.02455729686235819
[000011101]+38C,-2.228493308786564
[000001011]+214G,-0.7252516830576863
[000000101]+99A,-1.8238639717257958
[110010101]+66C+183A,-0.02455729686235819
[000011111]+62A,-1.128207379560425
[000111100]+38C,-0.02455729686235819
[100111011]+29T,-1.128207379560425
[100000011]+214G,-1.640037523752421
[000000001]+38C+183A,-0.02455729686235819
[000111010]+83C,-0.02455729686235819
[001001101]+260C,-0.7252516830576863
[000001011]+265A,-1.4183988636176317
[000101100]+82A,-0.02455729686235819
[111000101]+246C,-0.02455729686235819
[011011101]+83C,-0.02455729686235819
[10000C0T0]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.02455729686235819
[100000111]+183A,-5.683828319379377
[00100A001],-1.9769399604232887
[100111011]+170G,-0.02455729686235819
[000000110]+112C,-0.7252516830576863
[1GG0G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.02455729686235819
[000011010]+62T,-0.02455729686235819
[000101100]+199G,-0.7252516830576863
[001000001]+118T,-0.7252516830576863
[000000101]+84G,-1.4183988636176317
[100000011]+110C,-0.7252516830576863
[100001011]+20T,-0.02455729686235819
[000001011]+259C,-0.02455729686235819
[101100101]+71T,-2.8648754665423186
[110010100]+226A,-2.228493308786564
[100010011]+183A+199G,-0.02455729686235819
[100000011]+159A,-0.02455729686235819
[100010011]+40T,-0.02455729686235819
[000100001]+259G,-0.02455729686235819
[100000010]+103G,-0.7252516830576863
[000000000]+234A,-8.727364598462673
[110000101]+228C,-0.02455729686235819
[000101100]+207A,-0.02455729686235819
[100111011]+82A,-1.4183988636176317
[000000101]+245C,-1.4183988636176317
[000000001]+256C,-0.7252516830576863
[000011010]+226A,-0.02455729686235819
[000000000]+256C,-0.02455729686235819
[100100010]+256C,-0.02455729686235819
[000110000]+205C,-0.7177044774223035
[111010101]+226A,-0.7177044774223035
[100011111]+62T,-1.8213545601203702
[010010110]+159A,-0.7177044774223035
[010100110]+251A,-0.7177044774223035
[001011111]+247A,-1.4183988636176317
[0GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[000100000]+188G,-1.4183988636176317
[010011101]+117T,-0.7177044774223035
[000011011]+40T,-1.4183988636176317
[001011011]+25T,-0.7177044774223035
[100001110]+267A,-0.7177044774223035
[000010101]+82A,-0.7177044774223035
[000000101]+105A,-0.7177044774223035
[100111101]+267A,-1.4183988636176317
[101010100]+267A,-0.7177044774223035
[011010010]+183A,-1.8213545601203702
[110010101]+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[100000100]+212C,-0.7177044774223035
[000100001]+131T,-0.7177044774223035
[000000000]+74G,-0.7177044774223035
[100000011]+43A,-0.7177044774223035
[111011111]+119T,-0.7177044774223035
[100111011]+189T,-1.8213545601203702
[101000101]+176G,-0.7177044774223035
[000101111]+44A,-0.7177044774223035
[100110101]+33T,-2.517011152285741
[000000101]+232A,-2.3331847043123664
[001001111]+268A,-0.7177044774223035
[000011100]+127C,-0.7177044774223035
[000000001]+118A,-0.7177044774223035
[000001110]+183A,-2.111546044177577
[000010110]+20T,-1.8213545601203702
[100000011]+130C,-2.111546044177577
[001001101]+169G,-0.7177044774223035
[000101110]+226A,-0.7177044774223035
[01100A001],-0.7177044774223035
[100111011]+207A,-1.4183988636176317
[000011100]+159A,-1.4183988636176317
[100000101]+183A+246A,-0.7177044774223035
[111010101]+113C+183A,-1.4183988636176317
[100010101]+44A,-0.7177044774223035
[000000001]+217G,-1.8213545601203702
[000101011]+83C,-0.7177044774223035
[100000011]+215G,-0.7177044774223035
[011001101]+113C,-0.7177044774223035
[000010100]+230G,-0.7177044774223035
[001000001]+267T,-0.7177044774223035
[100000101]+99A,-1.4183988636176317
[000011110]+153G,-0.7177044774223035
[000011101]+46G,-1.4183988636176317
[000111100]+39T,-0.7177044774223035
[110111101]+270A,-2.670087140983234
[010011101]+73A,-0.7177044774223035
[101000101]+209G,-0.7177044774223035
[01000A000],-1.4183988636176317
[100000101]+103G+183A,-0.7177044774223035
[001000001]+58T,-1.4183988636176317
[000100010]+73T,-0.7177044774223035
[000000101]+39T,-1.8213545601203702
[000100010]+131T,-3.027836776051732
[000111100]+209G,-0.7177044774223035
[011011101]+160C,-0.7177044774223035
[000010101]+261G,-0.7177044774223035
[000000100]+173A,-0.7177044774223035
[100010011]+20T,-1.4183988636176317
[000000001]+258A,-0.7177044774223035
[100110011]+33T,-2.670087140983234
[000101101]+44A,-1.8213545601203702
[100010011]+260C,-1.4183988636176317
[010011101]+49A,-0.7177044774223035
[1GG0G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[000000101]+252T,-0.7177044774223035
[110000101]+264C,-1.4183988636176317
[000001010]+24T,-1.8213545601203702
[000101110]+256C,-0.7177044774223035
[001000001]+254A,-0.7177044774223035
[000000101]+224T,-1.8213545601203702
[110011011]+63A,-0.7177044774223035
[000000101]+26A,-0.7177044774223035
[000001100]+234A,-0.7177044774223035
[000011101]+21T,-0.7177044774223035
[001000001]+227G,-1.4183988636176317
[110000101]+128T,-0.7177044774223035
[100000011]+176G,-0.7177044774223035
[100111011]+220G,-0.7177044774223035
[110001011]+162C,-0.7177044774223035
[0GG0G0110]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[100110110]+41T,-2.111546044177577
[000111010]+241A,-0.7177044774223035
[010000001]+167T,-0.7177044774223035
[011001111]+249A,-0.7177044774223035
[001001010]+82A,-0.7177044774223035
[100011011]+96G,-1.4183988636176317
[000000110]+214G,-2.111546044177577
[010001101]+238T,-0.7177044774223035
[000010100]+40T,-0.7177044774223035
[011010001]+249A,-0.7177044774223035
[000000001]+160C,-0.7177044774223035
[00T0A0101]+28A+31A+35G+36A+37C+38A+40A+42G+43T+44G+45T+46T+47C+48T+49C+50C+51C+52G+53T+55T+58T+62C+63A+64T+65G+66C+67C+68A+69G+72G+73G+74T+75C+77G+78G+79G+80A+81A+82A+83C+84G+85T+86G+87A+90C+91T+92G+93A+94C+96T+97T+99A+100C+101G+102C+103T+104T+105A+106C+107G+108T+110C+111A+112C+113A+114C+115G+116G+117T+118A+119T+120T+121C+123G+124C+126A+127A+128A+129A+131T+133C+134G+253C+254T+255T+256T+257A+260A+261T+262T+263T+264C+266C+268G+269A,-0.7177044774223035
[000000100]+40T,-0.7177044774223035
[000000001]+207A,-0.7177044774223035
[000000001]+31T,-1.8213545601203702
[000011011]+169G,-1.4183988636176317
[001000001]+105A,-0.7177044774223035
[000001101]+38C+183A,-0.7177044774223035
[100000011]+122T,-0.7177044774223035
[000010010]+43T,-0.7177044774223035
[000001100]+63T,-1.4183988636176317
[000001111]+255A,-1.4183988636176317
[001000001]+111C,-0.7177044774223035
[000000101]+251T,-0.7177044774223035
[000101010]+223T,-0.7177044774223035
[000000101]+32T,-0.7177044774223035
[000110100]+213T,-0.7177044774223035
[010000001]+88C,-0.7177044774223035
[111001110]+87T,-0.7177044774223035
[111110100]+268A,-0.7177044774223035
[100010010]+30T,-0.7177044774223035
[101001011]+250T,-0.7177044774223035
[100011011]+233C,-0.7177044774223035
[010011101]+189T,-0.7177044774223035
[000000001]+69T,-0.7177044774223035
[000110010]+215G,-0.7177044774223035
[001001111]+82A,-0.7177044774223035
[000010101]+113C,-2.111546044177577
[100000011]+245C,-1.4183988636176317
[000111100]+127C,-0.7177044774223035
[100100001]+128T,-0.7177044774223035
[000111101]+35C,-0.7177044774223035
[111000101]+207A,-0.7177044774223035
[000000101]+252A,-2.111546044177577
[000011100]+262G,-1.4183988636176317
[010000000]+214G,-0.7177044774223035
[100001011]+33T,-0.7177044774223035
[000101011]+253A,-0.7177044774223035
[110010101]+232A,-0.7177044774223035
[011000111]+33T,-0.7177044774223035
[001010101]+270A,-1.4183988636176317
[000000001]+84G,-0.7177044774223035
[101010100]+128T,-0.7177044774223035
[000000001]+187A,-1.4183988636176317
[010000101]+268A,-3.8156103757056012
[000000001]+248A,-0.7177044774223035
[000100010]+88C,-1.4183988636176317
[000111101]+131T,-0.7177044774223035
[010011101]+16C,-1.4183988636176317
[000010010]+235C,-0.7177044774223035
[000000000]+212C,-0.7177044774223035
[011001111]+113C,-0.7177044774223035
[000000101]+23T,-0.7177044774223035
[010011101]+108A,-0.7177044774223035
[000011011]+198A,-0.7177044774223035
[000111101]+92T,-1.4183988636176317
[100000101]+20T+183A,-1.4183988636176317
[000011110]+83C,-0.7177044774223035
[100110010]+269A,-2.8046932247375223
[111011111]+80T,-0.7177044774223035
[100100010]+183A,-1.4183988636176317
[000110100]+128T,-1.4183988636176317
[000011011]+113C,-0.7177044774223035
[100000101]+169G+183A,-0.7177044774223035
[100010010]+205C,-1.4183988636176317
[010000001]+106G,-0.7177044774223035
[000011100]+157T,-0.7177044774223035
[100001111]+253A,-1.4183988636176317
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-1.8213545601203702
[001011101]+119T+183A,-0.7177044774223035
[000011100]+29A,-0.7177044774223035
[011000001]+33A,-0.7177044774223035
[001000001]+196T,-0.7177044774223035
[000110101]+183A+252A,-0.7177044774223035
[000010110]+183A,-2.3331847043123664
[000011110]+33A,-0.7177044774223035
[000100010]+69T,-0.7177044774223035
[100001010]+97A,-0.7177044774223035
[000010010]+167T,-0.7177044774223035
[111000111]+183A,-5.486718472443313
[110001010]+226A,-0.7177044774223035
[100101011]+159A,-1.4183988636176317
[1G10G0011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.111546044177577
[0GG0G0111]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[001000001]+32A,-0.7177044774223035
[000010001]+173A,-0.7177044774223035
[100110010]+94C,-0.7177044774223035
[110001011]+93A,-0.7177044774223035
[100100100]+267A,-2.111546044177577
[100000010]+176G,-0.7177044774223035
[000111111]+41T,-1.4183988636176317
[000000001]+17G,-0.7177044774223035
[000000101]+127C,-2.9216404893465096
[100000010]+230G,-1.4183988636176317
[010011101]+47T+183A,-1.4183988636176317
[110010101]+70A,-0.7177044774223035
[100110010]+20T,-0.7177044774223035
[000110101]+16A,-0.7177044774223035
[101000101]+88C,-0.7177044774223035
[000011101]+93A,-1.8213545601203702
[100000011]+193C,-0.7177044774223035
[100011011]+20T,-1.4183988636176317
[000000000]+189T,-0.7177044774223035
[100000101]+69T+183A,-0.7177044774223035
[111011011]+265A,-1.4183988636176317
[000100010]+113C,-0.7177044774223035
[000011100]+188G,-0.7177044774223035
[100001011]+119G+121C+122A+123G+124A+125T+126A+127G+128T+130G+131T+132G+133C+135T,-0.7177044774223035
[000110100]+248T,-0.7177044774223035
[000000110]+270A,-1.8213545601203702
[110000101]+105T,-0.7177044774223035
[001011100]+226A,-0.7177044774223035
[100101010]+159T,-0.7177044774223035
[000010010]+59C,-0.7177044774223035
[001011101]+208T,-1.4183988636176317
[000100101]+251A,-3.3632343215431795
[000100101]+183A+250A,-2.111546044177577
[000001101]+208T,-0.7177044774223035
[010011101]+32A,-0.7177044774223035
[100111010]+233C,-0.7177044774223035
[001010110]+159A,-1.4183988636176317
[100101011]+85T,-0.7177044774223035
[101010100]+253A,-0.7177044774223035
[000110100]+264C,-0.7177044774223035
[000011101]+253A,-0.7177044774223035
[010000001]+65A,-1.4183988636176317
[000000001]+206A,-1.4183988636176317
[010000101]+104T,-2.8046932247375223
[010001011]+95T,-0.7177044774223035
[000101101]+232T,-0.7177044774223035
[100011011]+212C,-0.7177044774223035
[000000100]+240A,-0.7177044774223035
[101001010]+55A,-2.111546044177577
[000100100]+55T,-0.7177044774223035
[001010001]+234A,-9.315877000679748
[111011011]+256C,-0.7177044774223035
[001000101]+205C,-0.7177044774223035
[100110010]+74G,-0.7177044774223035
[000011011]+269A,-2.3331847043123664
[000011100]+88C,-1.4183988636176317
[100000011]+127C,-1.4183988636176317
[000101011]+170G,-0.7177044774223035
[110000100]+250A,-0.7177044774223035
[0GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-0.7177044774223035
[110000100]+230G,-0.7177044774223035
[000010100]+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[100010011]+188G,-0.7177044774223035
[000010010]+174C,-0.7177044774223035
[111000011]+210G,-0.7177044774223035
[110010001]+49A,-1.4183988636176317
[110011011]+241A,-0.7177044774223035
[001000100]+40T,-1.4183988636176317
[100001011]+33A,-2.111546044177577
[000000001]+264A,-0.7177044774223035
[000101010]+83C,-0.7177044774223035
[000110100]+210G,-0.7177044774223035
[000000111]+24T,-0.7177044774223035
[000011110]+106G,-0.7177044774223035
[100111010]+66C,-0.7177044774223035
[000000101]+128A,-0.7177044774223035
[110011011]+20T,-0.7177044774223035
[111110011]+183A,-5.387981205011974
[101000101]+70A,-0.7177044774223035
[110010101]+179T+183A,-0.7177044774223035
[100101011]+160C,-1.4183988636176317
[000011101]+97A,-0.7177044774223035
[110010101]+127C,-0.7177044774223035
[110000101]+93A,-1.4183988636176317
[000010100]+41T,-0.7177044774223035
[000100001]+212C,-0.7177044774223035
[100010010]+182G,-1.8213545601203702
[000111011]+241A,-1.4183988636176317
[010010000]+203A,-0.7177044774223035
[000000101]+269A,-3.027836776051732
[000111100]+247A,-0.7177044774223035
[000001111]+270A,-2.111546044177577
[111000001]+87T+183A,-0.7177044774223035
[000000101]+98A,-0.7177044774223035
[100100010]+33A,-0.7177044774223035
[111001011]+220G,-0.7177044774223035
[100100101]+93A,-0.7177044774223035
[111011011]+93A,-1.4183988636176317
[001000001]+200G,-0.7177044774223035
[110011101]+255T,-0.7177044774223035
[000011101]+20T,-1.8213545601203702
[101000101]+69T,-3.027836776051732
[000101011]+221T,-0.7177044774223035
[000010010]+160C,-1.4183988636176317
[010011101]+196A,-0.7177044774223035
[101000101]+83C,-0.7177044774223035
[000001101]+207A,-0.7177044774223035
[101011101]+119T,-4.944095744807157
[111000100]+62A,-0.7177044774223035
[000110010]+159A,-1.4183988636176317
[101000100]+268A,-1.4183988636176317
[100011011]+35C,-2.111546044177577
[010000001]+82T,-1.4183988636176317
[011011101]+212C,-1.4183988636176317
[000000110]+182G,-0.7177044774223035
[001001101]+183A+242C,-0.7177044774223035
[000010110]+38C,-0.7177044774223035
[000110100]+93A,-0.7177044774223035
[0GG0G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[011010000]+162C,-0.7177044774223035
[011011101]+71T,-0.7177044774223035
[001010001]+207T,-0.7177044774223035
[011010000]+212C,-0.7177044774223035
[000000101]+264C,-1.4183988636176317
[001001111]+99T,-2.8046932247375223
[001001111]+183A+221T,-0.7177044774223035
[000001101]+241T,-1.4183988636176317
[00010C0T0]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.7177044774223035
[001011110]+267A,-0.7177044774223035
[100101011]+241A,-1.8213545601203702
[000000101]+183A+270A,-0.7177044774223035
[00010C0T0]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235A+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-1.4183988636176317
[000010111]+214G,-1.4183988636176317
[010001111]+127C,-0.7177044774223035
[001001011]+60T,-0.7177044774223035
[001000101]+244A,-1.4183988636176317
[000111111]+33T+183A,-0.7177044774223035
[000101100]+221T,-0.7177044774223035
[000000101]+234A,-3.614787669906455
[000010010]+131T,-0.7177044774223035
[000000111]+82A,-1.4183988636176317
[101000101]+130C,-0.7177044774223035
[100000100]+253A,-0.7177044774223035
[100010010]+83C,-0.7177044774223035
[010000001]+256G,-0.7177044774223035
[110010101]+250T,-0.7177044774223035
[111011101]+267A,-0.7177044774223035
[000100000]+256G,-0.7177044774223035
[111010101]+216T,-0.7177044774223035
[010000101]+128A+183A,-1.4183988636176317
[001001101]+93T,-0.7177044774223035
[100000101]+262C,-0.7177044774223035
[010000001]+183A+262G,-0.7177044774223035
[100011011]+47T,-0.7177044774223035
[100101010]+93A,-0.7177044774223035
[001000101]+226A,-0.7177044774223035
[1GG0G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[100000101]+49T+183A,-0.7177044774223035
[000000101]+70A,-1.4183988636176317
[110001111]+183A+247A,-1.8213545601203702
[000101010]+214G,-0.7177044774223035
[000000101]+63T+183A,-0.7177044774223035
[000000010]+203A,-0.7177044774223035
[00T000101],-1.4183988636176317
[001000001]+241A,-0.7177044774223035
[100000011]+74G,-1.4183988636176317
[000011101]+23T,-1.4183988636176317
[011001101]+249T,-0.7177044774223035
[101000001]+234A,-9.069958701109545
[000000101]+73T,-0.7177044774223035
[000000101]+24T,-1.4183988636176317
[001001011]+63T,-0.7177044774223035
[100000101]+268A,-0.7177044774223035
[000011101]+241A,-1.4183988636176317
[000101010]+212C,-0.7177044774223035
[010011101]+226T,-0.7177044774223035
[000011111]+247A,-1.4183988636176317
[110000101]+232A,-0.7177044774223035
[100000010]+181T,-0.7177044774223035
[10000A011],-0.7177044774223035
[000101110]+159A,-0.7177044774223035
[000110011]+126T+183A,-0.7177044774223035
[111010101]+130C+183A,-0.7177044774223035
[100000000]+31A,-0.7177044774223035
[000001011]+85T,-0.7177044774223035
[000010010]+23T,-0.7177044774223035
[000010101]+205C,-0.7177044774223035
[111000101]+191C,-1.8213545601203702
[011011101]+261G,-0.7177044774223035
[100101010]+205C,-0.7177044774223035
[010011011]+128T,-0.7177044774223035
[000100001]+38C,-1.4183988636176317
[001000001]+104T,-0.7177044774223035
[100001011]+49T,-0.7177044774223035
[111010101]+212C,-0.7177044774223035
[100111010]+211T,-0.7177044774223035
[000111101]+183A+252A,-1.8213545601203702
[011001101]+270A,-1.4183988636176317
[001000001]+48A,-0.7177044774223035
[000110100]+191C,-0.7177044774223035
[000011101]+103G,-0.7177044774223035
[100010101]+253A,-1.4183988636176317
[000101011]+39T,-0.7177044774223035
[011011101]+69T,-0.7177044774223035
[100111011]+228C,-0.7177044774223035
[111010101]+17G,-0.7177044774223035
[111001101]+20T,-0.7177044774223035
[100000011]+248A,-0.7177044774223035
[011011101]+20T,-0.7177044774223035
[000000001]+127C,-1.4183988636176317
[010010001]+212C,-0.7177044774223035
[110010101]+242G,-0.7177044774223035
[0GG0G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[001000001]+258T,-0.7177044774223035
[000111110]+196T,-0.7177044774223035
[100101011]+113C,-1.4183988636176317
[000011101]+256G,-0.7177044774223035
[011001100]+241T,-0.7177044774223035
[111010101]+162C,-0.7177044774223035
[011000101]+268A,-1.4183988636176317
[100010010]+261G,-0.7177044774223035
[110001A01],-0.7177044774223035
[100011010]+28T,-0.7177044774223035
[011011101]+63A,-0.7177044774223035
[000011011]+90G,-1.4183988636176317
[011000001]+261G,-1.8213545601203702
[0GG0G0011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[001001010]+160C,-0.7177044774223035
[000000101]+258A,-0.7177044774223035
[100011011]+74G,-1.8213545601203702
[000000001]+29T,-0.7177044774223035
[011000001]+183A+269A,-1.4183988636176317
[000100001]+265A,-2.111546044177577
[011000001]+240A,-0.7177044774223035
[111010101]+64G+183A,-0.7177044774223035
[100000100]+257C,-0.7177044774223035
[100000010]+116C,-0.7177044774223035
[000110010]+44T,-0.7177044774223035
[000100100]+159A,-0.7177044774223035
[000010100]+170G,-0.7177044774223035
[001001010]+251A,-0.7177044774223035
[100000101]+43A,-1.4183988636176317
[000000101]+174C,-1.4183988636176317
[000011011]+33A,-0.7177044774223035
[010011101]+241A,-1.4183988636176317
[000011101]+233C,-0.7177044774223035
[000000101]+240A,-1.8213545601203702
[000011100]+91T,-0.7177044774223035
[0GG0G0011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[000010000]+240A,-0.7177044774223035
[000000110]+34T,-0.7177044774223035
[000111110]+82A,-0.7177044774223035
[110000101]+43A,-0.7177044774223035
[101000100]+95T,-0.7177044774223035
[000011100]+253A,-0.7177044774223035
[000010010]+238A,-0.7177044774223035
[000011101]+37C,-1.4183988636176317
[000011101]+159A,-1.4183988636176317
[111000101]+116C,-0.7177044774223035
[110000111]+183A,-5.4606583657734475
[000000101]+263G,-1.4183988636176317
[000101100]+39A,-0.7177044774223035
[000101110]+203T,-0.7177044774223035
[010001101]+219C,-0.7177044774223035
[000110000]+128T,-0.7177044774223035
[110000101]+83C,-0.7177044774223035
[000110100]+196T,-0.7177044774223035
[100011101]+74G,-0.7177044774223035
[010010000]+232A,-0.7177044774223035
[110010101]+41A,-0.7177044774223035
[000000001]+64G+183A,-0.7177044774223035
[010000110]+253A,-0.7177044774223035
[100111010]+39T,-0.7177044774223035
[011000001]+43A,-1.8213545601203702
[000000000]+47A,-0.7177044774223035
[000101010]+46G,-0.7177044774223035
[000000100]+244A,-0.7177044774223035
[000100010]+29T,-0.7177044774223035
[000000000]+244T,-0.7177044774223035
[100T01011],-0.7177044774223035
[100011011]+174C,-1.8213545601203702
[000000101]+74C,-0.7177044774223035
[100111101]+229A,-1.8213545601203702
[001001101]+256C,-1.8213545601203702
[100001011]+269A,-2.3331847043123664
[100010010]+230G,-0.7177044774223035
[011010000]+35C,-0.7177044774223035
[001011101]+214G,-0.7177044774223035
[110000101]+233C,-0.7177044774223035
[000000011]+183A+238A,-0.7177044774223035
[100101011]+20T,-1.8213545601203702
[100110100]+157T,-0.7177044774223035
[101000101]+132T,-0.7177044774223035
[111100100]+183A,-2.3331847043123664
